index, RSS
1, 0.8725487393227344
0, 0.8725626192749493
2, 0.8725832928702622
3, 0.872604238454348
6, 0.916249292689934
7, 0.9162520960397729
9, 0.9162596298590506
8, 0.9162598274461002
5, 0.9162619045221105
4, 0.9162621960178187
