,RSS,adjKey,adjVal,kAktDephos,kAktPhos_kcat,kAktPhos_kcatB,kFourEBP1Dephos,kFourEBP1Phos,kFourEBP1PhosB,kIRS1Inact,kIRS1Phos,kPras40Dephos,kPras40Phos,kS6KDephos,kS6KPhos,kS6KPhosB,kTORPRAS,kTORTSC,kTSC2Dephos,kTSC2Phos
399,2.23322,kIRS1Phos,1.5,0.634638,6.6242,0.116771,23.7656,74.5078,4.26571,7.0133199999999984,150.0,100.0,0.01,92.982,62.8115,2.62169,4.5278800000000015,0.0134493,86.9144,52.6332
400,2.23339,kIRS1Phos,2.25,0.609943,6.37398,0.113141,19.6645,88.484,3.87468,7.22371,225.0,100.0,0.01,90.1488,48.9707,1.74958,5.79108,0.013580200000000002,77.8044,47.3293
401,2.23339,kIRS1Phos,2.25,0.609943,6.37398,0.113141,19.6645,88.484,3.87468,7.22371,225.0,100.0,0.01,90.1488,48.9707,1.74958,5.79108,0.013580200000000002,77.8044,47.3293
402,2.23339,kIRS1Phos,2.25,0.609943,6.37398,0.113141,19.6645,88.484,3.87468,7.22371,225.0,100.0,0.01,90.1488,48.9707,1.74958,5.79108,0.013580200000000002,77.8044,47.3293
403,2.23339,kIRS1Phos,2.25,0.609943,6.37398,0.113141,19.6645,88.484,3.87468,7.22371,225.0,100.0,0.01,90.1488,48.9707,1.74958,5.79108,0.013580200000000002,77.8044,47.3293
404,2.23339,kIRS1Phos,2.25,0.609943,6.37398,0.113141,19.6645,88.484,3.87468,7.22371,225.0,100.0,0.01,90.1488,48.9707,1.74958,5.79108,0.013580200000000002,77.8044,47.3293
405,2.23339,kIRS1Phos,2.25,0.609943,6.37398,0.113141,19.6645,88.484,3.87468,7.22371,225.0,100.0,0.01,90.1488,48.9707,1.74958,5.79108,0.013580200000000002,77.8044,47.3293
406,2.23339,kIRS1Phos,2.25,0.609943,6.37398,0.113141,19.6645,88.484,3.87468,7.22371,225.0,100.0,0.01,90.1488,48.9707,1.74958,5.79108,0.013580200000000002,77.8044,47.3293
407,2.23339,kIRS1Phos,2.25,0.609943,6.37398,0.113141,19.6645,88.484,3.87468,7.22371,225.0,100.0,0.01,90.1488,48.9707,1.74958,5.79108,0.013580200000000002,77.8044,47.3293
408,2.23339,kIRS1Phos,2.25,0.609943,6.37398,0.113141,19.6645,88.484,3.87468,7.22371,225.0,100.0,0.01,90.1488,48.9707,1.74958,5.79108,0.013580200000000002,77.8044,47.3293
409,2.23339,kIRS1Phos,2.25,0.609943,6.37398,0.113141,19.6645,88.484,3.87468,7.22371,225.0,100.0,0.01,90.1488,48.9707,1.74958,5.79108,0.013580200000000002,77.8044,47.3293
410,2.23333,kIRS1Phos,3.375,0.589044,6.11711,0.10925,25.5793,85.2842,4.68241,8.1815,337.5,100.0,0.01,93.8881,31.3567,1.36803,4.69101,0.017025,81.3739,49.3807
411,2.23333,kIRS1Phos,3.375,0.589044,6.11711,0.10925,25.5793,85.2842,4.68241,8.1815,337.5,100.0,0.01,93.8881,31.3567,1.36803,4.69101,0.017025,81.3739,49.3807
412,2.23333,kIRS1Phos,3.375,0.589044,6.11711,0.10925,25.5793,85.2842,4.68241,8.1815,337.5,100.0,0.01,93.8881,31.3567,1.36803,4.69101,0.017025,81.3739,49.3807
413,2.23333,kIRS1Phos,3.375,0.589044,6.11711,0.10925,25.5793,85.2842,4.68241,8.1815,337.5,100.0,0.01,93.8881,31.3567,1.36803,4.69101,0.017025,81.3739,49.3807
414,2.23333,kIRS1Phos,3.375,0.589044,6.11711,0.10925,25.5793,85.2842,4.68241,8.1815,337.5,100.0,0.01,93.8881,31.3567,1.36803,4.69101,0.017025,81.3739,49.3807
415,2.23333,kIRS1Phos,3.375,0.589044,6.11711,0.10925,25.5793,85.2842,4.68241,8.1815,337.5,100.0,0.01,93.8881,31.3567,1.36803,4.69101,0.017025,81.3739,49.3807
416,2.23333,kIRS1Phos,3.375,0.589044,6.11711,0.10925,25.5793,85.2842,4.68241,8.1815,337.5,100.0,0.01,93.8881,31.3567,1.36803,4.69101,0.017025,81.3739,49.3807
417,2.23333,kIRS1Phos,3.375,0.589044,6.11711,0.10925,25.5793,85.2842,4.68241,8.1815,337.5,100.0,0.01,93.8881,31.3567,1.36803,4.69101,0.017025,81.3739,49.3807
418,2.23333,kIRS1Phos,3.375,0.589044,6.11711,0.10925,25.5793,85.2842,4.68241,8.1815,337.5,100.0,0.01,93.8881,31.3567,1.36803,4.69101,0.017025,81.3739,49.3807
419,2.23333,kIRS1Phos,3.375,0.589044,6.11711,0.10925,25.5793,85.2842,4.68241,8.1815,337.5,100.0,0.01,93.8881,31.3567,1.36803,4.69101,0.017025,81.3739,49.3807
420,2.23322,kIRS1Phos,5.062,0.138783,1.44991,0.0255407,27.955,51.699,4.22795,7.9031600000000015,506.20000000000005,100.0,0.01,99.6404,15.4745,0.920846,3.25233,0.0307749,79.8755,48.3315
421,2.23322,kIRS1Phos,5.062,0.138783,1.44991,0.0255407,27.955,51.699,4.22795,7.9031600000000015,506.20000000000005,100.0,0.01,99.6404,15.4745,0.920846,3.25233,0.0307749,79.8755,48.3315
422,2.23322,kIRS1Phos,5.062,0.138783,1.44991,0.0255407,27.955,51.699,4.22795,7.9031600000000015,506.20000000000005,100.0,0.01,99.6404,15.4745,0.920846,3.25233,0.0307749,79.8755,48.3315
423,2.23322,kIRS1Phos,5.062,0.138783,1.44991,0.0255407,27.955,51.699,4.22795,7.9031600000000015,506.20000000000005,100.0,0.01,99.6404,15.4745,0.920846,3.25233,0.0307749,79.8755,48.3315
424,2.23322,kIRS1Phos,5.062,0.138783,1.44991,0.0255407,27.955,51.699,4.22795,7.9031600000000015,506.20000000000005,100.0,0.01,99.6404,15.4745,0.920846,3.25233,0.0307749,79.8755,48.3315
425,2.23322,kIRS1Phos,5.062,0.138783,1.44991,0.0255407,27.955,51.699,4.22795,7.9031600000000015,506.20000000000005,100.0,0.01,99.6404,15.4745,0.920846,3.25233,0.0307749,79.8755,48.3315
426,2.23322,kIRS1Phos,5.062,0.138783,1.44991,0.0255407,27.955,51.699,4.22795,7.9031600000000015,506.20000000000005,100.0,0.01,99.6404,15.4745,0.920846,3.25233,0.0307749,79.8755,48.3315
427,2.23322,kIRS1Phos,5.062,0.138783,1.44991,0.0255407,27.955,51.699,4.22795,7.9031600000000015,506.20000000000005,100.0,0.01,99.6404,15.4745,0.920846,3.25233,0.0307749,79.8755,48.3315
428,2.23322,kIRS1Phos,5.062,0.138783,1.44991,0.0255407,27.955,51.699,4.22795,7.9031600000000015,506.20000000000005,100.0,0.01,99.6404,15.4745,0.920846,3.25233,0.0307749,79.8755,48.3315
429,2.23322,kIRS1Phos,5.062,0.138783,1.44991,0.0255407,27.955,51.699,4.22795,7.9031600000000015,506.20000000000005,100.0,0.01,99.6404,15.4745,0.920846,3.25233,0.0307749,79.8755,48.3315
430,2.23334,kIRS1Phos,7.593999999999999,0.784131,8.70395,0.145183,33.1456,46.0966,4.51304,11.8725,759.4,100.0,0.01,73.4792,10.0249,0.676979,2.7342,0.029749900000000003,93.4341,55.6578
431,2.23334,kIRS1Phos,7.593999999999999,0.784131,8.70395,0.145183,33.1456,46.0966,4.51304,11.8725,759.4,100.0,0.01,73.4792,10.0249,0.676979,2.7342,0.029749900000000003,93.4341,55.6578
432,2.23334,kIRS1Phos,7.593999999999999,0.784131,8.70395,0.145183,33.1456,46.0966,4.51304,11.8725,759.4,100.0,0.01,73.4792,10.0249,0.676979,2.7342,0.029749900000000003,93.4341,55.6578
433,2.23334,kIRS1Phos,7.593999999999999,0.784131,8.70395,0.145183,33.1456,46.0966,4.51304,11.8725,759.4,100.0,0.01,73.4792,10.0249,0.676979,2.7342,0.029749900000000003,93.4341,55.6578
434,2.23334,kIRS1Phos,7.593999999999999,0.784131,8.70395,0.145183,33.1456,46.0966,4.51304,11.8725,759.4,100.0,0.01,73.4792,10.0249,0.676979,2.7342,0.029749900000000003,93.4341,55.6578
435,2.23334,kIRS1Phos,7.593999999999999,0.784131,8.70395,0.145183,33.1456,46.0966,4.51304,11.8725,759.4,100.0,0.01,73.4792,10.0249,0.676979,2.7342,0.029749900000000003,93.4341,55.6578
436,2.23334,kIRS1Phos,7.593999999999999,0.784131,8.70395,0.145183,33.1456,46.0966,4.51304,11.8725,759.4,100.0,0.01,73.4792,10.0249,0.676979,2.7342,0.029749900000000003,93.4341,55.6578
437,2.23334,kIRS1Phos,7.593999999999999,0.784131,8.70395,0.145183,33.1456,46.0966,4.51304,11.8725,759.4,100.0,0.01,73.4792,10.0249,0.676979,2.7342,0.029749900000000003,93.4341,55.6578
438,2.23334,kIRS1Phos,7.593999999999999,0.784131,8.70395,0.145183,33.1456,46.0966,4.51304,11.8725,759.4,100.0,0.01,73.4792,10.0249,0.676979,2.7342,0.029749900000000003,93.4341,55.6578
439,2.23334,kIRS1Phos,7.593999999999999,0.784131,8.70395,0.145183,33.1456,46.0966,4.51304,11.8725,759.4,100.0,0.01,73.4792,10.0249,0.676979,2.7342,0.029749900000000003,93.4341,55.6578
440,2.23322,kAktPhos_kcat,0.132,0.0736779,0.77049456,0.013565100000000002,21.7426,77.0971,4.02916,4.36591,83.1411,100.0,0.01,84.2641,70.1454,2.67771,4.933,0.0133421,95.2033,57.4633
441,2.23322,kAktPhos_kcat,0.132,0.0736779,0.77049456,0.013565100000000002,21.7426,77.0971,4.02916,4.36591,83.1411,100.0,0.01,84.2641,70.1454,2.67771,4.933,0.0133421,95.2033,57.4633
442,2.23322,kAktPhos_kcat,0.132,0.0736779,0.77049456,0.013565100000000002,21.7426,77.0971,4.02916,4.36591,83.1411,100.0,0.01,84.2641,70.1454,2.67771,4.933,0.0133421,95.2033,57.4633
443,2.23322,kAktPhos_kcat,0.132,0.0736779,0.77049456,0.013565100000000002,21.7426,77.0971,4.02916,4.36591,83.1411,100.0,0.01,84.2641,70.1454,2.67771,4.933,0.0133421,95.2033,57.4633
444,2.23322,kAktPhos_kcat,0.132,0.0736779,0.77049456,0.013565100000000002,21.7426,77.0971,4.02916,4.36591,83.1411,100.0,0.01,84.2641,70.1454,2.67771,4.933,0.0133421,95.2033,57.4633
445,2.23322,kAktPhos_kcat,0.132,0.0736779,0.77049456,0.013565100000000002,21.7426,77.0971,4.02916,4.36591,83.1411,100.0,0.01,84.2641,70.1454,2.67771,4.933,0.0133421,95.2033,57.4633
446,2.23322,kAktPhos_kcat,0.132,0.0736779,0.77049456,0.013565100000000002,21.7426,77.0971,4.02916,4.36591,83.1411,100.0,0.01,84.2641,70.1454,2.67771,4.933,0.0133421,95.2033,57.4633
447,2.23322,kAktPhos_kcat,0.132,0.0736779,0.77049456,0.013565100000000002,21.7426,77.0971,4.02916,4.36591,83.1411,100.0,0.01,84.2641,70.1454,2.67771,4.933,0.0133421,95.2033,57.4633
448,2.23322,kAktPhos_kcat,0.132,0.0736779,0.77049456,0.013565100000000002,21.7426,77.0971,4.02916,4.36591,83.1411,100.0,0.01,84.2641,70.1454,2.67771,4.933,0.0133421,95.2033,57.4633
449,2.23322,kAktPhos_kcat,0.132,0.0736779,0.77049456,0.013565100000000002,21.7426,77.0971,4.02916,4.36591,83.1411,100.0,0.01,84.2641,70.1454,2.67771,4.933,0.0133421,95.2033,57.4633
450,2.23323,kAktPhos_kcat,0.198,0.110928,1.1557418400000001,0.0203905,23.0239,67.0563,4.061,4.44723,91.4074,100.0,0.01,99.5406,67.2886,2.9193,4.2843,0.0119557,80.3115,48.5882
451,2.23323,kAktPhos_kcat,0.198,0.110928,1.1557418400000001,0.0203905,23.0239,67.0563,4.061,4.44723,91.4074,100.0,0.01,99.5406,67.2886,2.9193,4.2843,0.0119557,80.3115,48.5882
452,2.23323,kAktPhos_kcat,0.198,0.110928,1.1557418400000001,0.0203905,23.0239,67.0563,4.061,4.44723,91.4074,100.0,0.01,99.5406,67.2886,2.9193,4.2843,0.0119557,80.3115,48.5882
453,2.23323,kAktPhos_kcat,0.198,0.110928,1.1557418400000001,0.0203905,23.0239,67.0563,4.061,4.44723,91.4074,100.0,0.01,99.5406,67.2886,2.9193,4.2843,0.0119557,80.3115,48.5882
454,2.23323,kAktPhos_kcat,0.198,0.110928,1.1557418400000001,0.0203905,23.0239,67.0563,4.061,4.44723,91.4074,100.0,0.01,99.5406,67.2886,2.9193,4.2843,0.0119557,80.3115,48.5882
455,2.23323,kAktPhos_kcat,0.198,0.110928,1.1557418400000001,0.0203905,23.0239,67.0563,4.061,4.44723,91.4074,100.0,0.01,99.5406,67.2886,2.9193,4.2843,0.0119557,80.3115,48.5882
456,2.23323,kAktPhos_kcat,0.198,0.110928,1.1557418400000001,0.0203905,23.0239,67.0563,4.061,4.44723,91.4074,100.0,0.01,99.5406,67.2886,2.9193,4.2843,0.0119557,80.3115,48.5882
457,2.23323,kAktPhos_kcat,0.198,0.110928,1.1557418400000001,0.0203905,23.0239,67.0563,4.061,4.44723,91.4074,100.0,0.01,99.5406,67.2886,2.9193,4.2843,0.0119557,80.3115,48.5882
458,2.23323,kAktPhos_kcat,0.198,0.110928,1.1557418400000001,0.0203905,23.0239,67.0563,4.061,4.44723,91.4074,100.0,0.01,99.5406,67.2886,2.9193,4.2843,0.0119557,80.3115,48.5882
459,2.23323,kAktPhos_kcat,0.198,0.110928,1.1557418400000001,0.0203905,23.0239,67.0563,4.061,4.44723,91.4074,100.0,0.01,99.5406,67.2886,2.9193,4.2843,0.0119557,80.3115,48.5882
460,2.23342,kAktPhos_kcat,0.296,0.17272300000000002,1.72777568,0.0309699,23.3029,76.1441,4.23592,3.93024,85.3299,100.0,0.01,95.3866,64.512,2.64309,4.64083,0.019424,100.0,69.3594
461,2.23342,kAktPhos_kcat,0.296,0.17272300000000002,1.72777568,0.0309699,23.3029,76.1441,4.23592,3.93024,85.3299,100.0,0.01,95.3866,64.512,2.64309,4.64083,0.019424,100.0,69.3594
462,2.23342,kAktPhos_kcat,0.296,0.17272300000000002,1.72777568,0.0309699,23.3029,76.1441,4.23592,3.93024,85.3299,100.0,0.01,95.3866,64.512,2.64309,4.64083,0.019424,100.0,69.3594
463,2.23342,kAktPhos_kcat,0.296,0.17272300000000002,1.72777568,0.0309699,23.3029,76.1441,4.23592,3.93024,85.3299,100.0,0.01,95.3866,64.512,2.64309,4.64083,0.019424,100.0,69.3594
464,2.23342,kAktPhos_kcat,0.296,0.17272300000000002,1.72777568,0.0309699,23.3029,76.1441,4.23592,3.93024,85.3299,100.0,0.01,95.3866,64.512,2.64309,4.64083,0.019424,100.0,69.3594
465,2.23342,kAktPhos_kcat,0.296,0.17272300000000002,1.72777568,0.0309699,23.3029,76.1441,4.23592,3.93024,85.3299,100.0,0.01,95.3866,64.512,2.64309,4.64083,0.019424,100.0,69.3594
466,2.23342,kAktPhos_kcat,0.296,0.17272300000000002,1.72777568,0.0309699,23.3029,76.1441,4.23592,3.93024,85.3299,100.0,0.01,95.3866,64.512,2.64309,4.64083,0.019424,100.0,69.3594
467,2.23342,kAktPhos_kcat,0.296,0.17272300000000002,1.72777568,0.0309699,23.3029,76.1441,4.23592,3.93024,85.3299,100.0,0.01,95.3866,64.512,2.64309,4.64083,0.019424,100.0,69.3594
468,2.23342,kAktPhos_kcat,0.296,0.17272300000000002,1.72777568,0.0309699,23.3029,76.1441,4.23592,3.93024,85.3299,100.0,0.01,95.3866,64.512,2.64309,4.64083,0.019424,100.0,69.3594
469,2.23342,kAktPhos_kcat,0.296,0.17272300000000002,1.72777568,0.0309699,23.3029,76.1441,4.23592,3.93024,85.3299,100.0,0.01,95.3866,64.512,2.64309,4.64083,0.019424,100.0,69.3594
470,2.23349,kAktPhos_kcat,0.444,0.260886,2.59166352,0.0468325,22.9976,75.3264,4.17793,4.90109,98.8339,100.0,0.01,96.5985,71.7318,2.89683,4.66079,0.0176712,100.0,70.7759
471,2.23349,kAktPhos_kcat,0.444,0.260886,2.59166352,0.0468325,22.9976,75.3264,4.17793,4.90109,98.8339,100.0,0.01,96.5985,71.7318,2.89683,4.66079,0.0176712,100.0,70.7759
472,2.23349,kAktPhos_kcat,0.444,0.260886,2.59166352,0.0468325,22.9976,75.3264,4.17793,4.90109,98.8339,100.0,0.01,96.5985,71.7318,2.89683,4.66079,0.0176712,100.0,70.7759
473,2.23349,kAktPhos_kcat,0.444,0.260886,2.59166352,0.0468325,22.9976,75.3264,4.17793,4.90109,98.8339,100.0,0.01,96.5985,71.7318,2.89683,4.66079,0.0176712,100.0,70.7759
474,2.23349,kAktPhos_kcat,0.444,0.260886,2.59166352,0.0468325,22.9976,75.3264,4.17793,4.90109,98.8339,100.0,0.01,96.5985,71.7318,2.89683,4.66079,0.0176712,100.0,70.7759
475,2.23349,kAktPhos_kcat,0.444,0.260886,2.59166352,0.0468325,22.9976,75.3264,4.17793,4.90109,98.8339,100.0,0.01,96.5985,71.7318,2.89683,4.66079,0.0176712,100.0,70.7759
476,2.23349,kAktPhos_kcat,0.444,0.260886,2.59166352,0.0468325,22.9976,75.3264,4.17793,4.90109,98.8339,100.0,0.01,96.5985,71.7318,2.89683,4.66079,0.0176712,100.0,70.7759
477,2.23349,kAktPhos_kcat,0.444,0.260886,2.59166352,0.0468325,22.9976,75.3264,4.17793,4.90109,98.8339,100.0,0.01,96.5985,71.7318,2.89683,4.66079,0.0176712,100.0,70.7759
478,2.23349,kAktPhos_kcat,0.444,0.260886,2.59166352,0.0468325,22.9976,75.3264,4.17793,4.90109,98.8339,100.0,0.01,96.5985,71.7318,2.89683,4.66079,0.0176712,100.0,70.7759
479,2.23349,kAktPhos_kcat,0.444,0.260886,2.59166352,0.0468325,22.9976,75.3264,4.17793,4.90109,98.8339,100.0,0.01,96.5985,71.7318,2.89683,4.66079,0.0176712,100.0,70.7759
480,2.23322,kAktPhos_kcat,0.667,0.371278,3.8933323600000005,0.0682822,23.1324,73.9487,4.10806,4.96001,100.0,100.0,0.01,95.77,71.9093,2.86552,4.70804,0.05588380000000001,96.5882,58.5559
481,2.23322,kAktPhos_kcat,0.667,0.371278,3.8933323600000005,0.0682822,23.1324,73.9487,4.10806,4.96001,100.0,100.0,0.01,95.77,71.9093,2.86552,4.70804,0.05588380000000001,96.5882,58.5559
482,2.23322,kAktPhos_kcat,0.667,0.371278,3.8933323600000005,0.0682822,23.1324,73.9487,4.10806,4.96001,100.0,100.0,0.01,95.77,71.9093,2.86552,4.70804,0.05588380000000001,96.5882,58.5559
483,2.23322,kAktPhos_kcat,0.667,0.371278,3.8933323600000005,0.0682822,23.1324,73.9487,4.10806,4.96001,100.0,100.0,0.01,95.77,71.9093,2.86552,4.70804,0.05588380000000001,96.5882,58.5559
484,2.23322,kAktPhos_kcat,0.667,0.371278,3.8933323600000005,0.0682822,23.1324,73.9487,4.10806,4.96001,100.0,100.0,0.01,95.77,71.9093,2.86552,4.70804,0.05588380000000001,96.5882,58.5559
485,2.23322,kAktPhos_kcat,0.667,0.371278,3.8933323600000005,0.0682822,23.1324,73.9487,4.10806,4.96001,100.0,100.0,0.01,95.77,71.9093,2.86552,4.70804,0.05588380000000001,96.5882,58.5559
486,2.23322,kAktPhos_kcat,0.667,0.371278,3.8933323600000005,0.0682822,23.1324,73.9487,4.10806,4.96001,100.0,100.0,0.01,95.77,71.9093,2.86552,4.70804,0.05588380000000001,96.5882,58.5559
487,2.23322,kAktPhos_kcat,0.667,0.371278,3.8933323600000005,0.0682822,23.1324,73.9487,4.10806,4.96001,100.0,100.0,0.01,95.77,71.9093,2.86552,4.70804,0.05588380000000001,96.5882,58.5559
488,2.23322,kAktPhos_kcat,0.667,0.371278,3.8933323600000005,0.0682822,23.1324,73.9487,4.10806,4.96001,100.0,100.0,0.01,95.77,71.9093,2.86552,4.70804,0.05588380000000001,96.5882,58.5559
489,2.23322,kAktPhos_kcat,0.667,0.371278,3.8933323600000005,0.0682822,23.1324,73.9487,4.10806,4.96001,100.0,100.0,0.01,95.77,71.9093,2.86552,4.70804,0.05588380000000001,96.5882,58.5559
490,2.23322,kAktPhos_kcat,1.0,0.5585720000000001,5.83708,0.102801,22.8496,72.9238,4.12607,4.76971,100.0,100.0,0.01,99.9777,69.7038,2.87753,4.57437,0.01,93.3278,56.4908
491,2.23322,kAktPhos_kcat,1.0,0.5585720000000001,5.83708,0.102801,22.8496,72.9238,4.12607,4.76971,100.0,100.0,0.01,99.9777,69.7038,2.87753,4.57437,0.01,93.3278,56.4908
492,2.23322,kAktPhos_kcat,1.0,0.5585720000000001,5.83708,0.102801,22.8496,72.9238,4.12607,4.76971,100.0,100.0,0.01,99.9777,69.7038,2.87753,4.57437,0.01,93.3278,56.4908
493,2.23322,kAktPhos_kcat,1.0,0.5585720000000001,5.83708,0.102801,22.8496,72.9238,4.12607,4.76971,100.0,100.0,0.01,99.9777,69.7038,2.87753,4.57437,0.01,93.3278,56.4908
494,2.23322,kAktPhos_kcat,1.0,0.5585720000000001,5.83708,0.102801,22.8496,72.9238,4.12607,4.76971,100.0,100.0,0.01,99.9777,69.7038,2.87753,4.57437,0.01,93.3278,56.4908
495,2.23322,kAktPhos_kcat,1.0,0.5585720000000001,5.83708,0.102801,22.8496,72.9238,4.12607,4.76971,100.0,100.0,0.01,99.9777,69.7038,2.87753,4.57437,0.01,93.3278,56.4908
496,2.23322,kAktPhos_kcat,1.0,0.5585720000000001,5.83708,0.102801,22.8496,72.9238,4.12607,4.76971,100.0,100.0,0.01,99.9777,69.7038,2.87753,4.57437,0.01,93.3278,56.4908
497,2.23322,kAktPhos_kcat,1.0,0.5585720000000001,5.83708,0.102801,22.8496,72.9238,4.12607,4.76971,100.0,100.0,0.01,99.9777,69.7038,2.87753,4.57437,0.01,93.3278,56.4908
498,2.23322,kAktPhos_kcat,1.0,0.5585720000000001,5.83708,0.102801,22.8496,72.9238,4.12607,4.76971,100.0,100.0,0.01,99.9777,69.7038,2.87753,4.57437,0.01,93.3278,56.4908
499,2.23322,kAktPhos_kcat,1.0,0.5585720000000001,5.83708,0.102801,22.8496,72.9238,4.12607,4.76971,100.0,100.0,0.01,99.9777,69.7038,2.87753,4.57437,0.01,93.3278,56.4908
500,2.23322,kAktPhos_kcat,1.5,0.8378690000000001,8.75562,0.1542,22.8601,72.9014,4.12475,4.76733,100.0,100.0,0.01,100.0,69.7127,2.87661,4.57619,0.0117208,93.4126,56.5443
501,2.23322,kAktPhos_kcat,1.5,0.8378690000000001,8.75562,0.1542,22.8601,72.9014,4.12475,4.76733,100.0,100.0,0.01,100.0,69.7127,2.87661,4.57619,0.0117208,93.4126,56.5443
502,2.23322,kAktPhos_kcat,1.5,0.8378690000000001,8.75562,0.1542,22.8601,72.9014,4.12475,4.76733,100.0,100.0,0.01,100.0,69.7127,2.87661,4.57619,0.0117208,93.4126,56.5443
503,2.23322,kAktPhos_kcat,1.5,0.8378690000000001,8.75562,0.1542,22.8601,72.9014,4.12475,4.76733,100.0,100.0,0.01,100.0,69.7127,2.87661,4.57619,0.0117208,93.4126,56.5443
504,2.23322,kAktPhos_kcat,1.5,0.8378690000000001,8.75562,0.1542,22.8601,72.9014,4.12475,4.76733,100.0,100.0,0.01,100.0,69.7127,2.87661,4.57619,0.0117208,93.4126,56.5443
505,2.23322,kAktPhos_kcat,1.5,0.8378690000000001,8.75562,0.1542,22.8601,72.9014,4.12475,4.76733,100.0,100.0,0.01,100.0,69.7127,2.87661,4.57619,0.0117208,93.4126,56.5443
506,2.23322,kAktPhos_kcat,1.5,0.8378690000000001,8.75562,0.1542,22.8601,72.9014,4.12475,4.76733,100.0,100.0,0.01,100.0,69.7127,2.87661,4.57619,0.0117208,93.4126,56.5443
507,2.23322,kAktPhos_kcat,1.5,0.8378690000000001,8.75562,0.1542,22.8601,72.9014,4.12475,4.76733,100.0,100.0,0.01,100.0,69.7127,2.87661,4.57619,0.0117208,93.4126,56.5443
508,2.23322,kAktPhos_kcat,1.5,0.8378690000000001,8.75562,0.1542,22.8601,72.9014,4.12475,4.76733,100.0,100.0,0.01,100.0,69.7127,2.87661,4.57619,0.0117208,93.4126,56.5443
509,2.23322,kAktPhos_kcat,1.5,0.8378690000000001,8.75562,0.1542,22.8601,72.9014,4.12475,4.76733,100.0,100.0,0.01,100.0,69.7127,2.87661,4.57619,0.0117208,93.4126,56.5443
510,2.23322,kAktPhos_kcat,2.25,1.25455,13.13343,0.230972,22.9087,72.8566,4.12866,4.66256,99.0566,100.0,0.01,98.6128,67.6722,2.80018,4.571269999999998,0.0120705,37.6899,22.801
511,2.23322,kAktPhos_kcat,2.25,1.25455,13.13343,0.230972,22.9087,72.8566,4.12866,4.66256,99.0566,100.0,0.01,98.6128,67.6722,2.80018,4.571269999999998,0.0120705,37.6899,22.801
512,2.23322,kAktPhos_kcat,2.25,1.25455,13.13343,0.230972,22.9087,72.8566,4.12866,4.66256,99.0566,100.0,0.01,98.6128,67.6722,2.80018,4.571269999999998,0.0120705,37.6899,22.801
513,2.23322,kAktPhos_kcat,2.25,1.25455,13.13343,0.230972,22.9087,72.8566,4.12866,4.66256,99.0566,100.0,0.01,98.6128,67.6722,2.80018,4.571269999999998,0.0120705,37.6899,22.801
514,2.23322,kAktPhos_kcat,2.25,1.25455,13.13343,0.230972,22.9087,72.8566,4.12866,4.66256,99.0566,100.0,0.01,98.6128,67.6722,2.80018,4.571269999999998,0.0120705,37.6899,22.801
515,2.23322,kAktPhos_kcat,2.25,1.25455,13.13343,0.230972,22.9087,72.8566,4.12866,4.66256,99.0566,100.0,0.01,98.6128,67.6722,2.80018,4.571269999999998,0.0120705,37.6899,22.801
516,2.23322,kAktPhos_kcat,2.25,1.25455,13.13343,0.230972,22.9087,72.8566,4.12866,4.66256,99.0566,100.0,0.01,98.6128,67.6722,2.80018,4.571269999999998,0.0120705,37.6899,22.801
517,2.23322,kAktPhos_kcat,2.25,1.25455,13.13343,0.230972,22.9087,72.8566,4.12866,4.66256,99.0566,100.0,0.01,98.6128,67.6722,2.80018,4.571269999999998,0.0120705,37.6899,22.801
518,2.23322,kAktPhos_kcat,2.25,1.25455,13.13343,0.230972,22.9087,72.8566,4.12866,4.66256,99.0566,100.0,0.01,98.6128,67.6722,2.80018,4.571269999999998,0.0120705,37.6899,22.801
519,2.23322,kAktPhos_kcat,2.25,1.25455,13.13343,0.230972,22.9087,72.8566,4.12866,4.66256,99.0566,100.0,0.01,98.6128,67.6722,2.80018,4.571269999999998,0.0120705,37.6899,22.801
520,2.2334400000000003,kAktPhos_kcat,3.3749999999999996,1.86276,19.700145,0.342549,22.88,74.3613,4.11118,4.66378,99.9731,100.0,0.353377,100.0,69.71,2.81208,4.71548,0.0453772,43.2802,26.292
521,2.2334400000000003,kAktPhos_kcat,3.3749999999999996,1.86276,19.700145,0.342549,22.88,74.3613,4.11118,4.66378,99.9731,100.0,0.353377,100.0,69.71,2.81208,4.71548,0.0453772,43.2802,26.292
522,2.2334400000000003,kAktPhos_kcat,3.3749999999999996,1.86276,19.700145,0.342549,22.88,74.3613,4.11118,4.66378,99.9731,100.0,0.353377,100.0,69.71,2.81208,4.71548,0.0453772,43.2802,26.292
523,2.2334400000000003,kAktPhos_kcat,3.3749999999999996,1.86276,19.700145,0.342549,22.88,74.3613,4.11118,4.66378,99.9731,100.0,0.353377,100.0,69.71,2.81208,4.71548,0.0453772,43.2802,26.292
524,2.2334400000000003,kAktPhos_kcat,3.3749999999999996,1.86276,19.700145,0.342549,22.88,74.3613,4.11118,4.66378,99.9731,100.0,0.353377,100.0,69.71,2.81208,4.71548,0.0453772,43.2802,26.292
525,2.2334400000000003,kAktPhos_kcat,3.3749999999999996,1.86276,19.700145,0.342549,22.88,74.3613,4.11118,4.66378,99.9731,100.0,0.353377,100.0,69.71,2.81208,4.71548,0.0453772,43.2802,26.292
