,RSS,kAktDephos,kAktPhos_kcat,kAktPhos_kcatB,kFourEBP1Dephos,kFourEBP1Phos,kFourEBP1PhosB,kIRS1Inact,kIRS1Phos,kPras40Dephos,kPras40Phos,kS6KDephos,kS6KPhos,kS6KPhosB,kTORPRAS,kTORTSC,kTSC2Dephos,kTSC2Phos
68,2.23322,8.9771,93.8105,1.65216,25.567,100.0,4.85189,0.432713,7.57976,100.0,0.01,100.0,97.6672,3.46442,5.2920099999999985,0.01,10.3265,6.2505
69,2.23322,2.48014,25.9174,0.45645,18.8042,71.4435,3.5447800000000003,5.57843,100.0,100.0,0.01,73.8682,68.8992,2.49873,5.18065,0.01,98.8413,59.8285
70,2.23322,8.08158,84.4523,1.48735,8.95237,61.0442,1.66015,4.8848400000000005,92.76,100.0,0.01,37.4917,60.1537,1.19496,9.97185,0.685149,78.4167,47.4656
71,2.23322,7.873369999999999,82.2715,1.44899,2.70881,98.9479,0.373542,0.183965,63.0839,100.0,0.01,67.4878,42.4179,0.115632,84.2686,17.8105,34.3633,20.8015
72,2.23322,0.7613880000000001,7.95665,0.14013,4.42521,37.5325,0.730384,0.12006300000000003,3.79829,100.0,0.01,9.40668,12.5594,0.177701,14.8886,1.92788,40.051,24.2412
73,2.23322,9.56946,100.0,1.76118,40.5778,100.0,6.8058,2.1221,61.6321,100.0,0.01,99.8773,41.5824,2.05868,3.84601,0.01,77.9245,47.1679
74,2.23322,6.12295,63.9848,1.12688,11.4559,67.7095,2.35699,3.17777,43.4844,100.0,0.01,26.6064,46.6489,1.19153,7.2755899999999984,0.01,66.9902,40.5492
75,2.23322,5.5067,57.5443,1.01346,8.120289999999999,30.8912,1.53122,2.1638,38.7492,100.0,0.01,100.0,93.4606,3.38625,5.1854,0.01,21.5173,13.0246
76,2.23322,2.16386,22.6123,0.398241,16.2791,64.6713,3.1002,5.77406,100.0,100.0,0.01,100.0,99.9996,3.50546,5.35308,0.01,6.35998,3.84968
77,2.23322,9.12183,95.3231,1.6788,20.4764,90.1923,3.9876,4.14349,66.7439,100.0,0.01,45.7082,53.3739,1.72727,5.78274,0.01,13.6511,8.26299
78,2.23322,7.08708,74.0599,1.30432,8.03331,28.907,1.49505,5.3337,100.0,100.0,0.01,16.7818,14.3439,0.541967,4.98029,0.01,24.217,14.6586
79,2.23322,9.49375,99.2096,1.74725,4.48647,29.8391,0.8383959999999999,2.57171,47.5265,100.0,0.01,58.8577,93.9727,1.92929,9.59951,0.6075189999999999,78.3327,47.4142
80,2.23322,9.47115,98.9736,1.7430900000000005,5.043819999999998,62.7277,0.889732,1.40739,32.426,100.0,0.01,32.9308,83.20299999999997,0.8602540000000001,20.0573,2.3872,30.1769,18.2661
81,2.23322,9.31183,97.3087,1.71377,19.3061,100.0,3.88128,3.21808,47.0537,100.0,0.01,13.5005,19.8316,0.564203,6.55158,0.01,27.068,16.3842
82,2.23322,9.5479,99.7769,1.75722,6.96945,34.5196,1.23947,1.68947,37.6382,100.0,0.01,82.285,84.9821,2.225,7.57043,0.480461,21.6679,13.1154
83,2.23322,6.0508,63.2308,1.1136,13.5758,65.3488,2.69157,5.5324,84.3195,100.0,0.01,49.3151,65.4192,1.97383,6.18852,0.01,27.9311,16.9066
84,2.23322,9.56932,99.9986,1.76115,27.3897,100.0,5.1150699999999985,4.71709,87.346,100.0,0.01,99.9999,87.5306,3.27122,5.03292,0.01,79.834,48.3234
85,2.23322,6.57905,68.7519,1.21082,0.5707909999999999,11.6151,0.0837233,0.5279520000000001,43.1442,100.0,0.01,31.0692,43.0494,0.224611,42.9671,8.1483,37.1003,22.4569
86,2.23322,6.12851,64.0422,1.1279,13.5242,52.487,2.56197,4.90122,86.4087,100.0,0.01,48.23,46.5119,1.65982,5.261819999999998,0.01,15.6832,9.49315
87,2.23322,5.20231,54.3635,0.957443,1.36343,28.2071,0.23310100000000006,3.69748,97.8376,100.0,0.01,13.5539,51.0714,0.307258,35.2756,5.04397,22.4326,13.5786
88,2.23322,8.60726,89.9461,1.5841,1.31264,29.412,0.26971300000000004,6.03449,82.9165,100.0,0.01,9.51567,63.0564,0.424316,29.1373,2.0744700000000003,62.03,37.5469
89,2.23322,8.30492,86.7864,1.52845,3.77034,87.59700000000002,0.7652220000000001,3.71349,52.8196,100.0,0.01,14.3778,96.5342,0.618401,30.8075,2.39117,13.3958,8.10849
90,2.23322,9.40808,98.3146,1.73148,5.76432,72.7865,1.0833,2.35285,42.6319,100.0,0.01,29.056,89.3629,0.972048,18.5494,1.7419099999999998,51.3025,31.0533
91,2.23322,8.394630000000001,87.7229,1.54496,11.4135,100.0,2.48397,1.4262,16.8183,100.0,0.01,4.85013,13.8925,0.25387,10.0935,0.0100221,16.8133,10.1771
92,2.23322,2.9721900000000003,31.0593,0.547007,4.73249,84.8313,1.0985,9.8838,99.9796,100.0,0.01,11.4541,73.7795,0.705044,19.1277,0.0100083,99.952,60.5008
93,2.23322,3.60169,37.6376,0.662862,4.55435,18.5516,0.850342,2.52814,46.8591,100.0,0.01,26.2606,25.6246,0.858181,5.6792099999999985,0.0954209,22.1011,13.3778
94,2.23322,9.56938,100.0,1.76117,7.06508,100.0,1.6124,9.50952,100.0,100.0,0.01,10.671,53.0199,0.630364,15.4116,0.01,94.6531,57.2935
95,2.23322,8.6655,90.5548,1.59482,13.2785,61.1869,2.51613,5.1974300000000015,91.5528,100.0,0.01,51.4921,58.9937,1.77365,6.34516,0.14595,11.6637,7.06003
96,2.23322,6.89514,72.0552,1.269,2.01887,37.0021,0.32068,2.51176,99.9637,100.0,0.01,17.1315,40.7311,0.25626,34.6167,5.70476,32.7577,19.828
97,2.23322,7.15619,74.7822,1.31704,7.10167,24.298,1.30542,4.18905,82.1264,100.0,0.01,73.8838,58.0861,2.27863,4.80387,0.0100079,38.1087,23.0669
98,2.23322,2.54542,26.5999,0.468465,2.58658,11.5615,0.4144850000000001,2.6594900000000004,99.9746,100.0,0.01,25.7005,15.6471,0.407362,7.93318,0.805829,17.2787,10.4587
99,2.23322,9.56268,99.93,1.75993,6.598889999999999,27.7919,1.27285,1.85907,30.8787,100.0,0.01,57.0639,62.3357,2.08888,5.5913900000000005,0.0102891,16.4059,9.93049
100,2.23322,1.65213,17.2648,0.304062,7.6851,100.0,1.74174,3.10217,33.1547,100.0,0.01,7.41765,33.5497,0.430727,14.2861,0.01,50.87600000000001,30.7948
101,2.23322,2.89342,30.2363,0.532511,27.6563,100.0,5.15295,4.75946,88.8667,100.0,0.01,27.1127,23.3575,0.879333,4.99774,0.01,26.2204,15.871
102,2.23322,3.872230000000001,40.4648,0.712653,15.4631,81.8941,2.90628,1.61399,29.2321,100.0,0.01,52.0891,67.21600000000001,1.7433599999999998,7.46755,0.311268,31.0932,18.8206
103,2.23322,2.5582,26.7318,0.4708060000000001,6.21207,20.0092,1.12437,0.361456,7.500780000000002,100.0,0.01,39.651,28.1326,1.15332,4.60444,0.01,9.17181,5.5519
104,2.23322,5.99372,62.6343,1.10309,25.1736,100.0,4.79399,1.45196,25.146,100.0,0.01,100.0,99.9977,3.5054800000000004,5.35289,0.01,9.22633,5.58471
105,2.23322,2.49496,26.0728,0.459183,6.30815,25.0985,1.04673,0.629475,19.358,100.0,0.01,70.234,45.0254,1.36562,6.64584,0.500905,14.5432,8.80242
106,2.23322,9.54349,99.7295,1.7564,29.3534,100.0,5.3898199999999985,1.81482,35.7147,100.0,0.01,100.0,78.0667,3.07205,4.78936,0.01,77.804,47.0946
107,2.23322,4.13441,43.2047,0.760904,4.61226,10.0119,0.74256,2.70081,98.5622,100.0,0.01,76.065,23.0661,1.24253,3.55018,0.01,99.988,60.5226
108,2.23322,9.56934,99.9995,1.7611599999999998,8.93927,34.4822,1.6910599999999998,4.63415,82.0845,100.0,0.01,42.3079,40.4154,1.44896,5.23833,0.01,15.3258,9.27668
109,2.23322,4.33539,45.3047,0.7978930000000001,2.2616,10.595,0.419145,1.6302,31.0222,100.0,0.01,33.3808,36.7388,1.0616,6.68947,0.24729,5.7710300000000005,3.49316
110,2.23322,9.56717,99.977,1.76076,28.582,100.0,5.28295,5.2048,100.0,100.0,0.01,57.4891,46.9202,1.81032,4.88108,0.01,67.6573,40.9529
111,2.23322,0.0786364,0.821752,0.014472399999999996,6.15074,35.8048,1.16742,3.914,68.5573,100.0,0.01,38.3611,55.7512,1.3290799999999998,8.13613,0.366403,21.4895,13.0076
112,2.23322,4.89075,51.1083,0.9001020000000001,14.8862,66.2367,2.9051,6.24942,99.9993,100.0,0.01,18.3264,21.7193,0.697332,5.82712,0.01,15.3055,9.26437
113,2.23322,9.50534,99.3306,1.74938,25.7699,100.0,4.88159,5.09678,89.8601,100.0,0.01,100.0,96.4261,3.44131,5.26138,0.01,26.7819,16.2111
114,2.23322,3.59522,37.5701,0.661671,4.87775,17.9012,0.912058,5.42362,100.0,100.0,0.01,28.0281,24.7376,0.920926,5.05175,0.01,60.6895,36.7352
115,2.23322,1.01347,10.5908,0.186521,11.0328,39.6025,2.05203,5.3225,100.0,100.0,0.01,85.4222,72.7217,2.75272,4.97155,0.0100011,78.0975,47.2723
116,2.23322,0.0840674,0.878503,0.0154719,3.62097,99.8267,0.516742,0.588116,73.7225,100.0,0.01,17.6536,22.1706,0.0829919,60.6127,12.1569,13.9252,8.428930000000001
117,2.23322,3.20298,33.4712,0.589483,31.225,100.0,5.64357,3.42306,71.5129,100.0,0.01,100.0,70.1511,2.8886700000000003,4.5854599999999985,0.01,14.316,8.66535
118,2.23322,6.0466,63.1868,1.11283,15.4416,82.4233,2.73017,4.32049,98.5999,100.0,0.01,90.9213,99.3258,2.39846,8.27346,0.601775,14.7062,8.90163
119,2.23322,0.0986393,1.03078,0.0181537,12.4019,50.5458,2.37532,3.15586,53.6281,100.0,0.01,12.9672,13.4871,0.463578,5.4555099999999985,0.01,24.9699,15.1141
120,2.23322,9.56925,100.0,1.76115,4.94994,34.4464,1.04473,3.04185,38.8313,100.0,0.01,28.4111,61.4103,1.36827,8.31279,0.0100508,27.1075,16.408
121,2.23322,6.89884,72.0931,1.26968,4.71441,99.9994,0.955231,2.1048400000000003,30.0841,100.0,0.01,12.8694,78.6262,0.550732,28.1516,2.1472900000000004,13.2787,8.03755
122,2.23322,9.56936,100.0,1.7611599999999998,10.2903,39.6735,1.94641,4.77767,84.663,100.0,0.01,29.4307,28.0908,1.00749,5.23639,0.0100013,35.4172,21.4379
123,2.23322,9.56938,99.9999,1.76117,15.9266,36.1481,2.60222,1.16294,38.8878,100.0,0.01,91.4439,31.2077,1.63263,3.64995,0.01,41.1812,24.9269
124,2.23322,3.74605,39.1463,0.6894319999999999,3.69845,74.7616,0.8410559999999999,9.10099,96.5022,100.0,0.01,2.95697,20.8766,0.173147,22.3679,0.370028,16.344,9.89299
125,2.23322,8.33255,87.0752,1.53354,30.4248,100.0,5.53604,4.91159,100.0,100.0,0.01,100.0,73.416,2.96632,4.6695699999999984,0.01,46.2215,27.9777
126,2.23322,4.38745,45.8488,0.8074720000000001,37.1272,100.0,6.39621,1.25641,32.0869,100.0,0.01,93.8464,47.3614,2.20604,4.0759,0.01,61.2517,37.0758
127,2.23322,5.3158699999999985,55.551,0.978343,23.7478,94.3448,4.5225800000000005,5.42258,93.9139,100.0,0.01,100.0,99.9998,3.5054199999999995,5.35318,0.01,15.1183,9.15108
128,2.23322,4.65676,48.6631,0.857039,19.7841,74.7227,3.7244,5.55216,100.0,100.0,0.01,99.9892,92.3919,3.36585,5.15822,0.01,42.9167,25.9774
