AktpT308_wb,Akt_wb
AktpS473_wb,Akt_wb
PRAS40pT246_wb,PRAS40_wb
S6KpT389_wb,S6K_wb
TSC2pT1462_wb,TSC2_wb
IRS1pS636_639_wb,IRS1_wb
FourEBP1pT37_46_wb,FourEBP1_wb
