,RSS,PI3K_T_ZR751,RICTOR_T_ZR751,RPTOR_T_ZR751,mTOR_T_ZR751,kIRS1Inact,FourEBP1_scale,kS6KPhos,kmTORC1_Dis,S6KpT389_scale,kmTORC1Dephos,kAktByTor2Phos,IRS1_scale,kS6KDephos,Akt_scale,kTSC2PhosBoost,PRAS40pT246_scale,kPras40Dephos,kRAS,AAB,kTSC2Dephos,kAktPhos_kcat,TSC2pT1462_scale,kFourEBP1Phos,kIRS1Phos,kIRS1Act,kmTORC1LysToCyt,kmTORC1cytToLys,kmTORC2_Dis,FourEBP1pT37_46_scale,S6K_scale,kPI3KDephos,TSC2_scale,IRS1pS636_639_scale,kTSC2Phos,kmTORC2Dephos,kFourEBP1Dephos,kmTOR_RIC_Comb,kPras40Phos,AktpT308_scale,InsulinB,kmTORC1Phos,kmTOR_RPT_Comb,AktpS473_scale,kmTORC2DephosByS6K,kPI3KPhos,PRAS40_scale,kAktByTor2Dephos,kAktDephos,paramSet
10,0.916723,0.0105927,0.028935000000000002,4.99023,42102.7,0.179979,1.000000533455628,7.08637,1.3769999999999998,14.421094849250224,36.8464,2.09582,1.0000003896794922,89.5491,1.000002866759577,16.583,3217490.020383186,0.01,0.026003700000000005,0.0107113,0.160001,0.0172239,20900.471696760902,2.81076,10.233,0.0321246,0.182601,53.8298,14.5143,5.265508619912619,1.000003306283492,28.1671,0.9999996490557403,5.5161519405881725,25.6512,43.2107,11.0353,0.0207741,0.0100435,3332017.4195104167,0.5691970000000001,9.04838,3.3711,62192.422155579494,0.035957800000000005,0.010103399999999998,1.000000406193298,2.56548,0.0100001,1
11,0.916723,0.0105919,0.029136099999999998,4.98998,29506.3,0.179979,1.000000533455628,7.08637,1.3769999999999998,14.421094849250224,36.8464,2.09582,1.0000003896794922,89.5491,1.000002866759577,16.583,3217490.020383186,0.01,0.026003700000000005,0.0107113,0.160001,0.0172239,20900.471696760902,2.81076,10.233,0.0321246,0.182601,53.8298,14.5143,5.265508619912619,1.000003306283492,28.1671,0.9999996490557403,5.5161519405881725,25.6512,43.2107,11.0353,0.0207741,0.0100435,3332017.4195104167,0.5691970000000001,9.04838,3.3711,62192.422155579494,0.035957800000000005,0.010103399999999998,1.000000406193298,2.56548,0.0100001,1
12,0.916723,0.0105931,0.029089,4.9900199999999995,31847.8,0.179979,1.000000533455628,7.08637,1.3769999999999998,14.421094849250224,36.8464,2.09582,1.0000003896794922,89.5491,1.000002866759577,16.583,3217490.020383186,0.01,0.026003700000000005,0.0107113,0.160001,0.0172239,20900.471696760902,2.81076,10.233,0.0321246,0.182601,53.8298,14.5143,5.265508619912619,1.000003306283492,28.1671,0.9999996490557403,5.5161519405881725,25.6512,43.2107,11.0353,0.0207741,0.0100435,3332017.4195104167,0.5691970000000001,9.04838,3.3711,62192.422155579494,0.035957800000000005,0.010103399999999998,1.000000406193298,2.56548,0.0100001,1
13,0.916723,0.0105916,0.0292503,4.98993,25109.5,0.179979,1.000000533455628,7.08637,1.3769999999999998,14.421094849250224,36.8464,2.09582,1.0000003896794922,89.5491,1.000002866759577,16.583,3217490.020383186,0.01,0.026003700000000005,0.0107113,0.160001,0.0172239,20900.471696760902,2.81076,10.233,0.0321246,0.182601,53.8298,14.5143,5.265508619912619,1.000003306283492,28.1671,0.9999996490557403,5.5161519405881725,25.6512,43.2107,11.0353,0.0207741,0.0100435,3332017.4195104167,0.5691970000000001,9.04838,3.3711,62192.422155579494,0.035957800000000005,0.010103399999999998,1.000000406193298,2.56548,0.0100001,1
14,0.916723,0.0105929,0.0288,4.9901599999999995,58400.9,0.179979,1.000000533455628,7.08637,1.3769999999999998,14.421094849250224,36.8464,2.09582,1.0000003896794922,89.5491,1.000002866759577,16.583,3217490.020383186,0.01,0.026003700000000005,0.0107113,0.160001,0.0172239,20900.471696760902,2.81076,10.233,0.0321246,0.182601,53.8298,14.5143,5.265508619912619,1.000003306283492,28.1671,0.9999996490557403,5.5161519405881725,25.6512,43.2107,11.0353,0.0207741,0.0100435,3332017.4195104167,0.5691970000000001,9.04838,3.3711,62192.422155579494,0.035957800000000005,0.010103399999999998,1.000000406193298,2.56548,0.0100001,1
15,0.916725,0.010592,0.029985,4.98966,13038.1,0.179979,1.000000533455628,7.08637,1.3769999999999998,14.421094849250224,36.8464,2.09582,1.0000003896794922,89.5491,1.000002866759577,16.583,3217490.020383186,0.01,0.026003700000000005,0.0107113,0.160001,0.0172239,20900.471696760902,2.81076,10.233,0.0321246,0.182601,53.8298,14.5143,5.265508619912619,1.000003306283492,28.1671,0.9999996490557403,5.5161519405881725,25.6512,43.2107,11.0353,0.0207741,0.0100435,3332017.4195104167,0.5691970000000001,9.04838,3.3711,62192.422155579494,0.035957800000000005,0.010103399999999998,1.000000406193298,2.56548,0.0100001,1
16,0.9167280000000001,0.0105913,0.031750099999999996,4.98996,6041.19,0.179979,1.000000533455628,7.08637,1.3769999999999998,14.421094849250224,36.8464,2.09582,1.0000003896794922,89.5491,1.000002866759577,16.583,3217490.020383186,0.01,0.026003700000000005,0.0107113,0.160001,0.0172239,20900.471696760902,2.81076,10.233,0.0321246,0.182601,53.8298,14.5143,5.265508619912619,1.000003306283492,28.1671,0.9999996490557403,5.5161519405881725,25.6512,43.2107,11.0353,0.0207741,0.0100435,3332017.4195104167,0.5691970000000001,9.04838,3.3711,62192.422155579494,0.035957800000000005,0.010103399999999998,1.000000406193298,2.56548,0.0100001,1
17,0.9167280000000001,0.010592299999999999,0.0315529,4.9903699999999995,6435.0,0.179979,1.000000533455628,7.08637,1.3769999999999998,14.421094849250224,36.8464,2.09582,1.0000003896794922,89.5491,1.000002866759577,16.583,3217490.020383186,0.01,0.026003700000000005,0.0107113,0.160001,0.0172239,20900.471696760902,2.81076,10.233,0.0321246,0.182601,53.8298,14.5143,5.265508619912619,1.000003306283492,28.1671,0.9999996490557403,5.5161519405881725,25.6512,43.2107,11.0353,0.0207741,0.0100435,3332017.4195104167,0.5691970000000001,9.04838,3.3711,62192.422155579494,0.035957800000000005,0.010103399999999998,1.000000406193298,2.56548,0.0100001,1
18,0.9167290000000001,0.0105924,0.0320169,4.9903,5595.89,0.179979,1.000000533455628,7.08637,1.3769999999999998,14.421094849250224,36.8464,2.09582,1.0000003896794922,89.5491,1.000002866759577,16.583,3217490.020383186,0.01,0.026003700000000005,0.0107113,0.160001,0.0172239,20900.471696760902,2.81076,10.233,0.0321246,0.182601,53.8298,14.5143,5.265508619912619,1.000003306283492,28.1671,0.9999996490557403,5.5161519405881725,25.6512,43.2107,11.0353,0.0207741,0.0100435,3332017.4195104167,0.5691970000000001,9.04838,3.3711,62192.422155579494,0.035957800000000005,0.010103399999999998,1.000000406193298,2.56548,0.0100001,1
19,0.9167290000000001,0.0105915,0.032104900000000006,4.98987,5457.32,0.179979,1.000000533455628,7.08637,1.3769999999999998,14.421094849250224,36.8464,2.09582,1.0000003896794922,89.5491,1.000002866759577,16.583,3217490.020383186,0.01,0.026003700000000005,0.0107113,0.160001,0.0172239,20900.471696760902,2.81076,10.233,0.0321246,0.182601,53.8298,14.5143,5.265508619912619,1.000003306283492,28.1671,0.9999996490557403,5.5161519405881725,25.6512,43.2107,11.0353,0.0207741,0.0100435,3332017.4195104167,0.5691970000000001,9.04838,3.3711,62192.422155579494,0.035957800000000005,0.010103399999999998,1.000000406193298,2.56548,0.0100001,1
20,0.9167299999999999,0.0105917,0.032623599999999996,4.99033,4777.01,0.179979,1.000000533455628,7.08637,1.3769999999999998,14.421094849250224,36.8464,2.09582,1.0000003896794922,89.5491,1.000002866759577,16.583,3217490.020383186,0.01,0.026003700000000005,0.0107113,0.160001,0.0172239,20900.471696760902,2.81076,10.233,0.0321246,0.182601,53.8298,14.5143,5.265508619912619,1.000003306283492,28.1671,0.9999996490557403,5.5161519405881725,25.6512,43.2107,11.0353,0.0207741,0.0100435,3332017.4195104167,0.5691970000000001,9.04838,3.3711,62192.422155579494,0.035957800000000005,0.010103399999999998,1.000000406193298,2.56548,0.0100001,1
21,0.916733,0.0105921,0.0339401,4.99041,3637.89,0.179979,1.000000533455628,7.08637,1.3769999999999998,14.421094849250224,36.8464,2.09582,1.0000003896794922,89.5491,1.000002866759577,16.583,3217490.020383186,0.01,0.026003700000000005,0.0107113,0.160001,0.0172239,20900.471696760902,2.81076,10.233,0.0321246,0.182601,53.8298,14.5143,5.265508619912619,1.000003306283492,28.1671,0.9999996490557403,5.5161519405881725,25.6512,43.2107,11.0353,0.0207741,0.0100435,3332017.4195104167,0.5691970000000001,9.04838,3.3711,62192.422155579494,0.035957800000000005,0.010103399999999998,1.000000406193298,2.56548,0.0100001,1
22,0.916734,0.0105921,0.03463630000000001,4.9902,3226.36,0.179979,1.000000533455628,7.08637,1.3769999999999998,14.421094849250224,36.8464,2.09582,1.0000003896794922,89.5491,1.000002866759577,16.583,3217490.020383186,0.01,0.026003700000000005,0.0107113,0.160001,0.0172239,20900.471696760902,2.81076,10.233,0.0321246,0.182601,53.8298,14.5143,5.265508619912619,1.000003306283492,28.1671,0.9999996490557403,5.5161519405881725,25.6512,43.2107,11.0353,0.0207741,0.0100435,3332017.4195104167,0.5691970000000001,9.04838,3.3711,62192.422155579494,0.035957800000000005,0.010103399999999998,1.000000406193298,2.56548,0.0100001,1
23,0.9167360000000001,0.0105926,0.0359529,4.99086,2659.46,0.179979,1.000000533455628,7.08637,1.3769999999999998,14.421094849250224,36.8464,2.09582,1.0000003896794922,89.5491,1.000002866759577,16.583,3217490.020383186,0.01,0.026003700000000005,0.0107113,0.160001,0.0172239,20900.471696760902,2.81076,10.233,0.0321246,0.182601,53.8298,14.5143,5.265508619912619,1.000003306283492,28.1671,0.9999996490557403,5.5161519405881725,25.6512,43.2107,11.0353,0.0207741,0.0100435,3332017.4195104167,0.5691970000000001,9.04838,3.3711,62192.422155579494,0.035957800000000005,0.010103399999999998,1.000000406193298,2.56548,0.0100001,1
24,0.9185049999999999,0.00862269,92.5661,17.5539,6.668830000000001,1.2259799999999998,1.000000533455628,5.48265,0.261355,3.5254342921642894,59.0859,0.322642,1.0000003896794922,3.84987,1.000002866759577,98.0031,119.4565769462434,0.01,1.2538200000000002,0.0837572,6.07546,5.84944,96.11837907274742,5.7016300000000015,26.6323,0.237923,14.6176,31.0071,63.5,2.683004805130312,1.000003306283492,23.0649,0.9999996490557403,5.160688743286464,6.48172,0.349984,2.59026,89.3308,0.01,121.84509282857859,0.550871,4.71885,9.98445,548.4388225085919,0.106501,1.20487,1.000000406193298,7.360410000000001,0.0100002,4
25,0.9185059999999999,0.00862404,92.8271,17.5925,6.670210000000001,1.2259799999999998,1.000000533455628,5.48265,0.261355,3.5254342921642894,59.0859,0.322642,1.0000003896794922,3.84987,1.000002866759577,98.0031,119.4565769462434,0.01,1.2538200000000002,0.0837572,6.07546,5.84944,96.11837907274742,5.7016300000000015,26.6323,0.237923,14.6176,31.0071,63.5,2.683004805130312,1.000003306283492,23.0649,0.9999996490557403,5.160688743286464,6.48172,0.349984,2.59026,89.3308,0.01,121.84509282857859,0.550871,4.71885,9.98445,548.4388225085919,0.106501,1.20487,1.000000406193298,7.360410000000001,0.0100002,4
26,0.9185059999999999,0.00862335,93.2228,17.6427,6.66932,1.2259799999999998,1.000000533455628,5.48265,0.261355,3.5254342921642894,59.0859,0.322642,1.0000003896794922,3.84987,1.000002866759577,98.0031,119.4565769462434,0.01,1.2538200000000002,0.0837572,6.07546,5.84944,96.11837907274742,5.7016300000000015,26.6323,0.237923,14.6176,31.0071,63.5,2.683004805130312,1.000003306283492,23.0649,0.9999996490557403,5.160688743286464,6.48172,0.349984,2.59026,89.3308,0.01,121.84509282857859,0.550871,4.71885,9.98445,548.4388225085919,0.106501,1.20487,1.000000406193298,7.360410000000001,0.0100002,4
27,0.9185059999999999,0.00862333,93.0803,17.6247,6.6695199999999994,1.2259799999999998,1.000000533455628,5.48265,0.261355,3.5254342921642894,59.0859,0.322642,1.0000003896794922,3.84987,1.000002866759577,98.0031,119.4565769462434,0.01,1.2538200000000002,0.0837572,6.07546,5.84944,96.11837907274742,5.7016300000000015,26.6323,0.237923,14.6176,31.0071,63.5,2.683004805130312,1.000003306283492,23.0649,0.9999996490557403,5.160688743286464,6.48172,0.349984,2.59026,89.3308,0.01,121.84509282857859,0.550871,4.71885,9.98445,548.4388225085919,0.106501,1.20487,1.000000406193298,7.360410000000001,0.0100002,4
28,0.9185059999999999,0.00862359,92.7161,17.5775,6.66978,1.2259799999999998,1.000000533455628,5.48265,0.261355,3.5254342921642894,59.0859,0.322642,1.0000003896794922,3.84987,1.000002866759577,98.0031,119.4565769462434,0.01,1.2538200000000002,0.0837572,6.07546,5.84944,96.11837907274742,5.7016300000000015,26.6323,0.237923,14.6176,31.0071,63.5,2.683004805130312,1.000003306283492,23.0649,0.9999996490557403,5.160688743286464,6.48172,0.349984,2.59026,89.3308,0.01,121.84509282857859,0.550871,4.71885,9.98445,548.4388225085919,0.106501,1.20487,1.000000406193298,7.360410000000001,0.0100002,4
29,0.9185059999999999,0.00862318,92.84,17.5917,6.66927,1.2259799999999998,1.000000533455628,5.48265,0.261355,3.5254342921642894,59.0859,0.322642,1.0000003896794922,3.84987,1.000002866759577,98.0031,119.4565769462434,0.01,1.2538200000000002,0.0837572,6.07546,5.84944,96.11837907274742,5.7016300000000015,26.6323,0.237923,14.6176,31.0071,63.5,2.683004805130312,1.000003306283492,23.0649,0.9999996490557403,5.160688743286464,6.48172,0.349984,2.59026,89.3308,0.01,121.84509282857859,0.550871,4.71885,9.98445,548.4388225085919,0.106501,1.20487,1.000000406193298,7.360410000000001,0.0100002,4
30,0.918507,0.00862426,93.491,17.6902,6.6703399999999995,1.2259799999999998,1.000000533455628,5.48265,0.261355,3.5254342921642894,59.0859,0.322642,1.0000003896794922,3.84987,1.000002866759577,98.0031,119.4565769462434,0.01,1.2538200000000002,0.0837572,6.07546,5.84944,96.11837907274742,5.7016300000000015,26.6323,0.237923,14.6176,31.0071,63.5,2.683004805130312,1.000003306283492,23.0649,0.9999996490557403,5.160688743286464,6.48172,0.349984,2.59026,89.3308,0.01,121.84509282857859,0.550871,4.71885,9.98445,548.4388225085919,0.106501,1.20487,1.000000406193298,7.360410000000001,0.0100002,4
31,0.918507,0.00862266,93.0956,17.6265,6.66805,1.2259799999999998,1.000000533455628,5.48265,0.261355,3.5254342921642894,59.0859,0.322642,1.0000003896794922,3.84987,1.000002866759577,98.0031,119.4565769462434,0.01,1.2538200000000002,0.0837572,6.07546,5.84944,96.11837907274742,5.7016300000000015,26.6323,0.237923,14.6176,31.0071,63.5,2.683004805130312,1.000003306283492,23.0649,0.9999996490557403,5.160688743286464,6.48172,0.349984,2.59026,89.3308,0.01,121.84509282857859,0.550871,4.71885,9.98445,548.4388225085919,0.106501,1.20487,1.000000406193298,7.360410000000001,0.0100002,4
32,0.918507,0.00862282,93.087,17.6264,6.66949,1.2259799999999998,1.000000533455628,5.48265,0.261355,3.5254342921642894,59.0859,0.322642,1.0000003896794922,3.84987,1.000002866759577,98.0031,119.4565769462434,0.01,1.2538200000000002,0.0837572,6.07546,5.84944,96.11837907274742,5.7016300000000015,26.6323,0.237923,14.6176,31.0071,63.5,2.683004805130312,1.000003306283492,23.0649,0.9999996490557403,5.160688743286464,6.48172,0.349984,2.59026,89.3308,0.01,121.84509282857859,0.550871,4.71885,9.98445,548.4388225085919,0.106501,1.20487,1.000000406193298,7.360410000000001,0.0100002,4
33,0.918507,0.00861895,93.3426,17.6561,6.66798,1.2259799999999998,1.000000533455628,5.48265,0.261355,3.5254342921642894,59.0859,0.322642,1.0000003896794922,3.84987,1.000002866759577,98.0031,119.4565769462434,0.01,1.2538200000000002,0.0837572,6.07546,5.84944,96.11837907274742,5.7016300000000015,26.6323,0.237923,14.6176,31.0071,63.5,2.683004805130312,1.000003306283492,23.0649,0.9999996490557403,5.160688743286464,6.48172,0.349984,2.59026,89.3308,0.01,121.84509282857859,0.550871,4.71885,9.98445,548.4388225085919,0.106501,1.20487,1.000000406193298,7.360410000000001,0.0100002,4
34,0.918507,0.00862483,92.9133,17.6045,6.66902,1.2259799999999998,1.000000533455628,5.48265,0.261355,3.5254342921642894,59.0859,0.322642,1.0000003896794922,3.84987,1.000002866759577,98.0031,119.4565769462434,0.01,1.2538200000000002,0.0837572,6.07546,5.84944,96.11837907274742,5.7016300000000015,26.6323,0.237923,14.6176,31.0071,63.5,2.683004805130312,1.000003306283492,23.0649,0.9999996490557403,5.160688743286464,6.48172,0.349984,2.59026,89.3308,0.01,121.84509282857859,0.550871,4.71885,9.98445,548.4388225085919,0.106501,1.20487,1.000000406193298,7.360410000000001,0.0100002,4
35,0.918507,0.00862367,93.4639,17.6824,6.669919999999999,1.2259799999999998,1.000000533455628,5.48265,0.261355,3.5254342921642894,59.0859,0.322642,1.0000003896794922,3.84987,1.000002866759577,98.0031,119.4565769462434,0.01,1.2538200000000002,0.0837572,6.07546,5.84944,96.11837907274742,5.7016300000000015,26.6323,0.237923,14.6176,31.0071,63.5,2.683004805130312,1.000003306283492,23.0649,0.9999996490557403,5.160688743286464,6.48172,0.349984,2.59026,89.3308,0.01,121.84509282857859,0.550871,4.71885,9.98445,548.4388225085919,0.106501,1.20487,1.000000406193298,7.360410000000001,0.0100002,4
36,0.918508,0.00862199,93.1996,17.6372,6.66861,1.2259799999999998,1.000000533455628,5.48265,0.261355,3.5254342921642894,59.0859,0.322642,1.0000003896794922,3.84987,1.000002866759577,98.0031,119.4565769462434,0.01,1.2538200000000002,0.0837572,6.07546,5.84944,96.11837907274742,5.7016300000000015,26.6323,0.237923,14.6176,31.0071,63.5,2.683004805130312,1.000003306283492,23.0649,0.9999996490557403,5.160688743286464,6.48172,0.349984,2.59026,89.3308,0.01,121.84509282857859,0.550871,4.71885,9.98445,548.4388225085919,0.106501,1.20487,1.000000406193298,7.360410000000001,0.0100002,4
37,0.918508,0.00862659,92.9924,17.6209,6.66967,1.2259799999999998,1.000000533455628,5.48265,0.261355,3.5254342921642894,59.0859,0.322642,1.0000003896794922,3.84987,1.000002866759577,98.0031,119.4565769462434,0.01,1.2538200000000002,0.0837572,6.07546,5.84944,96.11837907274742,5.7016300000000015,26.6323,0.237923,14.6176,31.0071,63.5,2.683004805130312,1.000003306283492,23.0649,0.9999996490557403,5.160688743286464,6.48172,0.349984,2.59026,89.3308,0.01,121.84509282857859,0.550871,4.71885,9.98445,548.4388225085919,0.106501,1.20487,1.000000406193298,7.360410000000001,0.0100002,4
38,0.918508,0.00862284,92.535,17.5544,6.669110000000001,1.2259799999999998,1.000000533455628,5.48265,0.261355,3.5254342921642894,59.0859,0.322642,1.0000003896794922,3.84987,1.000002866759577,98.0031,119.4565769462434,0.01,1.2538200000000002,0.0837572,6.07546,5.84944,96.11837907274742,5.7016300000000015,26.6323,0.237923,14.6176,31.0071,63.5,2.683004805130312,1.000003306283492,23.0649,0.9999996490557403,5.160688743286464,6.48172,0.349984,2.59026,89.3308,0.01,121.84509282857859,0.550871,4.71885,9.98445,548.4388225085919,0.106501,1.20487,1.000000406193298,7.360410000000001,0.0100002,4
39,0.918508,0.00862236,93.0998,17.6282,6.6673,1.2259799999999998,1.000000533455628,5.48265,0.261355,3.5254342921642894,59.0859,0.322642,1.0000003896794922,3.84987,1.000002866759577,98.0031,119.4565769462434,0.01,1.2538200000000002,0.0837572,6.07546,5.84944,96.11837907274742,5.7016300000000015,26.6323,0.237923,14.6176,31.0071,63.5,2.683004805130312,1.000003306283492,23.0649,0.9999996490557403,5.160688743286464,6.48172,0.349984,2.59026,89.3308,0.01,121.84509282857859,0.550871,4.71885,9.98445,548.4388225085919,0.106501,1.20487,1.000000406193298,7.360410000000001,0.0100002,4
40,0.918509,0.00862001,93.5573,17.682000000000002,6.669110000000001,1.2259799999999998,1.000000533455628,5.48265,0.261355,3.5254342921642894,59.0859,0.322642,1.0000003896794922,3.84987,1.000002866759577,98.0031,119.4565769462434,0.01,1.2538200000000002,0.0837572,6.07546,5.84944,96.11837907274742,5.7016300000000015,26.6323,0.237923,14.6176,31.0071,63.5,2.683004805130312,1.000003306283492,23.0649,0.9999996490557403,5.160688743286464,6.48172,0.349984,2.59026,89.3308,0.01,121.84509282857859,0.550871,4.71885,9.98445,548.4388225085919,0.106501,1.20487,1.000000406193298,7.360410000000001,0.0100002,4
