,Akt_wb,PRAS40_wb,AktpT308_wb,S6KpT389_wb,IRS1_wb,FourEBP1_wb,FourEBP1pT37_46_wb,TSC2_wb,AktpS473_wb,PRAS40pT246_wb,IRS1pS636_639_wb,S6K_wb,TSC2pT1462_wb,index
0,1.000002866759577,1.0000004061932979,1578.2650147555682,2.1518640985051927,1.0000003896794922,1.000000533455628,1.901595525351431,0.9999996490557405,484.5216025649257,30.50242357199544,1.7005189012712991,1.0000033062834919,1581.7372481443172,0
1,1.000002866759577,1.0000004061932979,3332017.419510417,14.421094849250226,1.0000003896794922,1.000000533455628,5.265508619912619,0.9999996490557405,62192.42215557949,3217490.0203831866,5.516151940588173,1.0000033062834919,20900.4716967609,1
2,1.000002866759577,1.0000004061932979,124150.49321713464,12.024503858271089,1.0000003896794922,1.000000533455628,95.91764115990718,0.9999996490557405,108553381.41889714,120179.56671099925,5.910094639345914,1.0000033062834919,243.76570502065994,2
3,1.000002866759577,1.0000004061932979,117767567.32662326,3.0052331509864585,1.0000003896794922,1.000000533455628,2.401893751921271,0.9999996490557405,60285.7551246183,114336115.10836132,5.943916991073356,1.0000033062834919,853018.3417663013,3
4,1.000002866759577,1.0000004061932979,121.84509282857861,3.5254342921642894,1.0000003896794922,1.000000533455628,2.683004805130312,0.9999996490557405,548.4388225085918,119.4565769462434,5.160688743286464,1.0000033062834919,96.11837907274742,4
5,1.000002866759577,1.0000004061932979,737.4251762660653,164.35531489634894,1.0000003896794922,1.000000533455628,7.386534234549354,0.9999996490557405,248.69468098336156,1283.7344446460158,1.6464817206025055,1.0000033062834919,7850.5009164509875,5
6,1.000002866759577,1.0000004061932979,26561.11765506085,27.298271898743618,1.0000003896794922,1.000000533455628,6.17936874239219,0.9999996490557405,750.6911546811724,90906.85162239005,5.655833557509385,1.0000033062834919,1872.2006823969177,6
7,1.000002866759577,1.0000004061932979,500.0545578852064,15.65652295468548,1.0000003896794922,1.000000533455628,5.399902242035182,0.9999996490557405,26.209541988436044,2126.070803064185,4.167534431790699,1.0000033062834919,216.02660964812563,7
8,1.000002866759577,1.0000004061932979,21678198.880764835,11.129477251979482,1.0000003896794922,1.000000533455628,4.8432731918624,0.9999996490557405,67968.9255491861,20998578.811309658,5.773392800090592,1.0000033062834919,37888727.897394076,8
9,1.000002866759577,1.0000004061932979,8499.138685354552,9.746027715630156,1.0000003896794922,1.000000533455628,4.5889600046005325,0.9999996490557405,590.0225326642004,5828.037291507058,2.1159594397835635,1.0000033062834919,185396.58199474317,9
