,Akt_wb_DVT0_ZR751,AktpT308_wb_DVT0_ZR751,AktpS473_wb_DVT0_ZR751,PRAS40_wb_DVT0_ZR751,PRAS40pT246_wb_DVT0_ZR751,S6K_wb_DVT0_ZR751,S6KpT389_wb_DVT0_ZR751,TSC2_wb_DVT0_ZR751,TSC2pT1462_wb_DVT0_ZR751,IRS1_wb_DVT0_ZR751,IRS1pS636_639_wb_DVT0_ZR751,FourEBP1_wb_DVT0_ZR751,FourEBP1pT37_46_wb_DVT0_ZR751,Akt_wb_DVT1_ZR751,AktpT308_wb_DVT1_ZR751,AktpS473_wb_DVT1_ZR751,PRAS40_wb_DVT1_ZR751,PRAS40pT246_wb_DVT1_ZR751,S6K_wb_DVT1_ZR751,S6KpT389_wb_DVT1_ZR751,TSC2_wb_DVT1_ZR751,TSC2pT1462_wb_DVT1_ZR751,IRS1_wb_DVT1_ZR751,IRS1pS636_639_wb_DVT1_ZR751,FourEBP1_wb_DVT1_ZR751,FourEBP1pT37_46_wb_DVT1_ZR751,Akt_wb_DVT2_ZR751,AktpT308_wb_DVT2_ZR751,AktpS473_wb_DVT2_ZR751,PRAS40_wb_DVT2_ZR751,PRAS40pT246_wb_DVT2_ZR751,S6K_wb_DVT2_ZR751,S6KpT389_wb_DVT2_ZR751,TSC2_wb_DVT2_ZR751,TSC2pT1462_wb_DVT2_ZR751,IRS1_wb_DVT2_ZR751,IRS1pS636_639_wb_DVT2_ZR751,FourEBP1_wb_DVT2_ZR751,FourEBP1pT37_46_wb_DVT2_ZR751,Akt_wb_DVT3_ZR751,AktpT308_wb_DVT3_ZR751,AktpS473_wb_DVT3_ZR751,PRAS40_wb_DVT3_ZR751,PRAS40pT246_wb_DVT3_ZR751,S6K_wb_DVT3_ZR751,S6KpT389_wb_DVT3_ZR751,TSC2_wb_DVT3_ZR751,TSC2pT1462_wb_DVT3_ZR751,IRS1_wb_DVT3_ZR751,IRS1pS636_639_wb_DVT3_ZR751,FourEBP1_wb_DVT3_ZR751,FourEBP1pT37_46_wb_DVT3_ZR751,Akt_wb_DVT4_ZR751,AktpT308_wb_DVT4_ZR751,AktpS473_wb_DVT4_ZR751,PRAS40_wb_DVT4_ZR751,PRAS40pT246_wb_DVT4_ZR751,S6K_wb_DVT4_ZR751,S6KpT389_wb_DVT4_ZR751,TSC2_wb_DVT4_ZR751,TSC2pT1462_wb_DVT4_ZR751,IRS1_wb_DVT4_ZR751,IRS1pS636_639_wb_DVT4_ZR751,FourEBP1_wb_DVT4_ZR751,FourEBP1pT37_46_wb_DVT4_ZR751,Akt_wb_DVT5_ZR751,AktpT308_wb_DVT5_ZR751,AktpS473_wb_DVT5_ZR751,PRAS40_wb_DVT5_ZR751,PRAS40pT246_wb_DVT5_ZR751,S6K_wb_DVT5_ZR751,S6KpT389_wb_DVT5_ZR751,TSC2_wb_DVT5_ZR751,TSC2pT1462_wb_DVT5_ZR751,IRS1_wb_DVT5_ZR751,IRS1pS636_639_wb_DVT5_ZR751,FourEBP1_wb_DVT5_ZR751,FourEBP1pT37_46_wb_DVT5_ZR751,Time
0,0.889240865406268,0.473313364121224,0.483406246146483,1.02752600707978,0.382954529992506,0.558275627164389,0.260889953367915,0.960553219502973,0.558361998968995,0.590862606656554,0.323047192017464,1.49639260707867,0.556235754576458,0.92379015601791,1.16681666037347,0.971419311212138,1.10863220559273,1.03750772625716,0.680215615783218,0.379580099351,0.890598644528046,0.783605843136168,0.721546888570152,0.511331025113864,1.35867480768166,1.12324568358041,0.918810190688187,1.1223004306498,1.09606959158203,1.14851029602045,1.31131088657034,0.661362375831774,0.606045789077286,0.967790526681062,0.860058618650317,0.747341607652891,0.741436013954401,1.45054567460627,1.75336041420165,0.939986598819043,0.992885258578913,0.891449079117462,1.14161397439234,1.20361542738192,0.647098069624709,0.739038576329728,0.837118386110514,0.851822000110528,0.76519169371407,0.762951025017106,1.35085288860885,1.72605317979559,0.865204974478628,0.967762381888835,0.822828276727761,1.03479001131983,1.33086736119494,0.634833956940548,0.738348406343088,0.814721497074876,0.873804145186369,0.753965881591925,0.757290069520872,1.13933717842211,1.46210696502327,1.00968246674287,0.922822498744161,0.888256720710823,1.08905925968458,1.30275454486904,0.58512315242452,0.697505127278074,0.828588935166393,0.902014979233398,0.605826009743681,0.744017521148038,1.39471156402518,1.4583250646479,7702.0
